latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-14.07009,133.50844,326.91,1.15,1.07,2023-09-22,1306,T,100,6.1NRT,295.12,27.34,N
-14.07145,133.49797,319.98,1.15,1.07,2023-09-22,1306,T,98,6.1NRT,296.01,18.23,N
-14.03976,133.25975,310.73,1.18,1.08,2023-09-22,1306,T,22,6.1NRT,292.89,8.94,N
-14.00793,133.42944,309.05,1.16,1.07,2023-09-22,1306,T,34,6.1NRT,294.4,7.17,N
-14.02873,133.26912,330.33,1.18,1.08,2023-09-22,1306,T,100,6.1NRT,296.66,32.66,N
-14.03012,133.25839,333.47,1.18,1.08,2023-09-22,1306,T,100,6.1NRT,295.82,38.38,N
-14.03151,133.24763,310.5,1.18,1.08,2023-09-22,1306,T,44,6.1NRT,291.3,8.97,N
-14.02047,133.25708,318.48,1.18,1.08,2023-09-22,1306,T,71,6.1NRT,297.41,16.72,N
-14.02186,133.24629,312.76,1.18,1.08,2023-09-22,1306,T,53,6.1NRT,294.19,11.45,N
-14.00807,133.27725,310.85,1.18,1.08,2023-09-22,1306,T,23,6.1NRT,294.41,9.58,N
-14.17491,130.40894,307.26,1.84,1.33,2023-09-22,1306,T,18,6.1NRT,296.4,11.31,N
-13.66214,134.38313,307.69,1.05,1.02,2023-09-22,1306,T,72,6.1NRT,295.46,7.33,N
-13.96566,132.01836,323.01,1.4,1.17,2023-09-22,1306,T,88,6.1NRT,290.64,25.94,N
-13.96729,132.00563,311.35,1.4,1.17,2023-09-22,1306,T,13,6.1NRT,286.84,9.7,N
-14.16651,130.41911,308.2,1.83,1.33,2023-09-22,1306,T,54,6.1NRT,296.98,12.93,N
-14.16853,130.40265,310.2,1.84,1.33,2023-09-22,1306,T,79,6.1NRT,296.61,16.76,N
-13.9536,132.02968,370.42,1.4,1.17,2023-09-22,1306,T,100,6.1NRT,290.85,186.67,N
-13.95522,132.017,378.46,1.4,1.17,2023-09-22,1306,T,100,6.1NRT,292.77,234.8,N
-13.93994,132.0537,326.98,1.39,1.17,2023-09-22,1306,T,64,6.1NRT,295.44,36.48,N
-13.94155,132.04102,320.27,1.39,1.17,2023-09-22,1306,T,54,6.1NRT,291.3,24.5,N
-13.94477,132.01562,312.28,1.4,1.17,2023-09-22,1306,T,34,6.1NRT,281.44,13.69,N
-13.79583,132.6216,305.55,1.28,1.12,2023-09-22,1306,T,56,6.1NRT,294.19,8.22,N
-13.53372,134.44617,307.52,1.05,1.02,2023-09-22,1306,T,34,6.1NRT,295.8,6.17,N
-13.53501,134.43663,311.67,1.05,1.02,2023-09-22,1306,T,83,6.1NRT,295.68,9.4,N
-13.51295,134.46255,305.64,1.04,1.02,2023-09-22,1306,T,40,6.1NRT,294.78,5.23,N
-13.51424,134.45305,309.22,1.04,1.02,2023-09-22,1306,T,77,6.1NRT,295.19,7.73,N
-13.42748,134.41528,317.97,1.05,1.02,2023-09-22,1306,T,96,6.1NRT,295.31,14.86,N
-12.09078,142.12244,327.15,2.29,1.46,2023-09-22,1306,T,100,6.1NRT,293.12,83.95,N
-12.09418,142.10193,317.59,2.28,1.46,2023-09-22,1306,T,94,6.1NRT,292.09,50.71,N
-13.57543,131.78482,313.49,1.43,1.18,2023-09-22,1306,T,70,6.1NRT,296.55,13.96,N
-13.75051,130.34222,311.37,1.83,1.33,2023-09-22,1306,T,80,6.1NRT,296.1,20,N
-13.56648,131.77043,314.66,1.44,1.19,2023-09-22,1306,T,80,6.1NRT,296.55,15.92,N
-13.55753,131.75578,309.35,1.44,1.19,2023-09-22,1306,T,47,6.1NRT,296.26,9.78,N
-13.51782,131.77043,305.63,1.43,1.18,2023-09-22,1306,T,58,6.1NRT,294.93,6.35,N
-13.51947,131.7574,403.14,1.44,1.19,2023-09-22,1306,T,100,6.1NRT,305.68,458.77,N
-13.52113,131.74431,389.11,1.44,1.19,2023-09-22,1306,T,100,6.1NRT,302.54,325.9,N
-13.50727,131.76901,328.78,1.43,1.18,2023-09-22,1306,T,100,6.1NRT,295.11,41.58,N
-13.50891,131.75594,379.68,1.44,1.19,2023-09-22,1306,T,100,6.1NRT,299.69,253.71,N
-13.51056,131.74286,330.83,1.44,1.19,2023-09-22,1306,T,100,6.1NRT,296.88,45.51,N
-13.10385,132.37666,325.34,1.29,1.13,2023-09-22,1306,T,100,6.1NRT,296.18,29.47,N
-13.10356,132.38226,323.51,1.29,1.13,2023-09-22,1306,T,100,6.1NRT,296.25,24.97,N
-13.1051,132.37054,314.06,1.29,1.13,2023-09-22,1306,T,68,6.1NRT,295.84,12.8,N
-12.8061,134.52315,308.6,1.03,1.01,2023-09-22,1306,T,74,6.1NRT,295.64,6.99,N
-13.09504,132.36917,310.2,1.29,1.13,2023-09-22,1306,T,60,6.1NRT,295.65,9.14,N
-13.09658,132.35738,306.48,1.3,1.13,2023-09-22,1306,T,8,6.1NRT,295.47,5.61,N
-12.76499,134.62175,308.53,1.02,1.01,2023-09-22,1306,T,74,6.1NRT,294.69,7.72,N
-12.76626,134.61244,304.59,1.03,1.01,2023-09-22,1306,T,60,6.1NRT,294.51,5.12,N
-12.39602,134.56277,307.74,1.02,1.01,2023-09-22,1306,T,71,6.1NRT,294.88,6.7,N
-12.39729,134.5535,326.6,1.02,1.01,2023-09-22,1306,T,100,6.1NRT,295.86,24.1,N
-12.3399,133.32959,307.62,1.13,1.06,2023-09-22,1306,T,70,6.1NRT,295.73,6.26,N
-12.33404,133.33327,305.55,1.13,1.06,2023-09-22,1306,T,63,6.1NRT,295.21,5.2,N
-11.90961,135.81114,310.23,1,1,2023-09-22,1306,T,51,6.1NRT,295.4,7.18,N
-11.9109,135.80206,306.5,1,1,2023-09-22,1306,T,14,6.1NRT,295.71,4.81,N
-11.89925,135.81259,306.4,1,1,2023-09-22,1306,T,45,6.1NRT,295.62,5.89,N
-12.05726,133.45734,306.73,1.11,1.05,2023-09-22,1306,T,68,6.1NRT,295.31,6.22,N
-11.68462,135.96346,319.62,1.01,1,2023-09-22,1306,T,52,6.1NRT,296.23,14.43,N
-11.55863,130.79196,307.39,1.58,1.24,2023-09-22,1306,T,71,6.1NRT,293.58,12.46,N
-11.5476,130.79056,319.03,1.58,1.24,2023-09-22,1306,T,98,6.1NRT,293.68,29.12,N
-11.54943,130.77628,325.8,1.58,1.24,2023-09-22,1306,T,100,6.1NRT,293.87,43.37,N
-11.42014,130.89641,308.93,1.54,1.22,2023-09-22,1306,T,66,6.1NRT,293.68,12.9,N
-11.40923,130.89491,311.7,1.54,1.22,2023-09-22,1306,T,25,6.1NRT,293.76,15.52,N
-7.67936,141.30667,310.85,2.39,1.49,2023-09-22,1306,T,81,6.1NRT,290.55,35.63,N
-7.68012,141.32289,304.19,2.4,1.49,2023-09-22,1306,T,59,6.1NRT,287.77,20.49,N
-7.6834,141.30153,306.27,2.39,1.49,2023-09-22,1306,T,67,6.1NRT,290.71,24.38,N
-7.4532,138.64996,304.07,1.51,1.21,2023-09-22,1306,T,58,6.1NRT,285.31,11.06,N
-7.45525,138.63655,318.05,1.5,1.21,2023-09-22,1306,T,96,6.1NRT,286.13,29.97,N
53.13423,8.68317,301.97,1.34,1.15,2023-09-22,1212,A,0,6.1NRT,287.44,6.44,D
19.41585,-155.27812,323.19,1.29,1.13,2023-09-22,1240,A,100,6.1NRT,297.27,33.43,N
19.41379,-155.26604,306.78,1.29,1.13,2023-09-22,1240,A,37,6.1NRT,288.08,13.36,N
19.41606,-155.28398,315.25,1.29,1.13,2023-09-22,1240,A,64,6.1NRT,290.41,21.59,N
19.41406,-155.27173,320.03,1.29,1.13,2023-09-22,1240,A,84,6.1NRT,295.32,28.13,N
19.40608,-155.28563,304.32,1.29,1.13,2023-09-22,1240,A,47,6.1NRT,285.92,11.29,N
19.4041,-155.27361,300.75,1.29,1.13,2023-09-22,1240,A,8,6.1NRT,286.88,8.46,N
41.19135,1.38789,310.72,1.77,1.3,2023-09-22,1346,A,61,6.1NRT,298.55,12.01,D
41.18956,1.36737,312.86,1.77,1.3,2023-09-22,1346,A,65,6.1NRT,298.76,15.72,D
-16.78078,18.43296,327.34,3.97,1.85,2023-09-22,1329,A,54,6.1NRT,304.25,90.99,D
-15.66496,19.25754,322.51,4.82,2,2023-09-22,1329,A,55,6.1NRT,297.14,106.12,D
-15.6656,19.24929,326.24,4.82,2,2023-09-22,1329,A,71,6.1NRT,297.29,144.07,D
-15.14572,17.59945,328.41,3.73,1.81,2023-09-22,1329,A,58,6.1NRT,294.67,116.6,D
-15.25585,17.02058,327.9,3.35,1.73,2023-09-22,1329,A,49,6.1NRT,300.7,90.94,D
-15.32546,15.65154,329,2.63,1.56,2023-09-22,1329,A,74,6.1NRT,301.82,54.52,D
-15.1273,14.31747,339.31,2.1,1.41,2023-09-22,1329,A,86,6.1NRT,306.99,78.09,D
-14.48245,17.52079,326.93,3.8,1.82,2023-09-22,1329,A,74,6.1NRT,300.23,99.84,D
-14.64321,13.77053,325.83,1.95,1.36,2023-09-22,1329,A,69,6.1NRT,303.36,27.48,D
-14.10746,16.1867,318.86,3.06,1.66,2023-09-22,1329,A,48,6.1NRT,298.47,42.66,D
-14.10201,16.20733,317.08,3.08,1.67,2023-09-22,1329,A,16,6.1NRT,296.08,33.56,D
-14.3934,13.69274,326.54,1.95,1.36,2023-09-22,1329,A,57,6.1NRT,303.57,32.6,D
-13.70704,17.34453,334.35,3.82,1.83,2023-09-22,1329,A,79,6.1NRT,301.95,179.37,D
-13.71542,17.3385,326.54,3.82,1.83,2023-09-22,1329,A,76,6.1NRT,299.61,104.47,D
-12.97344,14.57903,320.43,2.43,1.5,2023-09-22,1331,A,35,6.1NRT,299.22,27.67,D
-12.97668,14.56089,321.56,2.42,1.5,2023-09-22,1331,A,63,6.1NRT,297.17,29.77,D
-12.97909,14.57639,320.07,2.43,1.5,2023-09-22,1331,A,44,6.1NRT,299.67,29.88,D
-12.85459,14.28742,321.97,2.31,1.47,2023-09-22,1331,A,68,6.1NRT,300.47,22.04,D
-12.85857,14.28286,322.9,2.31,1.47,2023-09-22,1331,A,63,6.1NRT,301.25,25.38,D
-12.67599,14.56732,318.27,2.46,1.51,2023-09-22,1331,A,52,6.1NRT,297.58,23.11,D
-12.66252,14.56538,319.04,2.46,1.51,2023-09-22,1331,A,58,6.1NRT,297.71,25.71,D
-12.64302,14.23079,321.41,2.31,1.47,2023-09-22,1331,A,71,6.1NRT,298.58,26.98,D
-12.64675,14.20901,326.35,2.3,1.47,2023-09-22,1331,A,77,6.1NRT,298.18,45.41,D
-11.96307,14.72635,315.7,2.61,1.55,2023-09-22,1331,A,61,6.1NRT,296.34,28.41,D
-11.95652,14.71765,316.51,2.61,1.55,2023-09-22,1331,A,63,6.1NRT,296.66,30.65,D
-11.45633,17.3872,316.22,4.28,1.91,2023-09-22,1331,A,0,6.1NRT,270.09,99.27,D
-11.90599,14.15624,314.35,2.36,1.48,2023-09-22,1331,A,53,6.1NRT,295.5,18.09,D
-11.85363,14.30094,337.33,2.43,1.5,2023-09-22,1331,A,88,6.1NRT,295.95,111.92,D
-11.85436,14.315,318.17,2.44,1.51,2023-09-22,1331,A,67,6.1NRT,295.07,25.71,D
-11.8578,14.29439,327.44,2.43,1.5,2023-09-22,1331,A,79,6.1NRT,296.19,61.68,D
-11.70543,14.61525,323.65,2.58,1.54,2023-09-22,1331,A,75,6.1NRT,296.37,51.85,D
-11.70964,14.59126,316.13,2.57,1.54,2023-09-22,1331,A,62,6.1NRT,297.02,22.14,D
-11.70035,14.60926,322.4,2.58,1.54,2023-09-22,1331,A,73,6.1NRT,296.12,42.74,D
-11.64997,14.73859,318.34,2.65,1.56,2023-09-22,1331,A,64,6.1NRT,297.28,32.05,D
-11.66556,14.64755,319.72,2.61,1.55,2023-09-22,1331,A,69,6.1NRT,297.19,34.07,D
-11.40957,15.06784,318.45,2.84,1.61,2023-09-22,1331,A,64,6.1NRT,298.34,23.43,D
-11.43594,14.66514,327.34,2.64,1.56,2023-09-22,1331,A,79,6.1NRT,294.29,74.97,D
-11.43954,14.64443,326.09,2.63,1.56,2023-09-22,1331,A,78,6.1NRT,296.2,66.91,D
-11.30149,15.34466,317.75,3,1.65,2023-09-22,1331,A,39,6.1NRT,297.67,38.93,D
-11.42967,14.65742,321.91,2.64,1.56,2023-09-22,1331,A,72,6.1NRT,294.2,50.37,D
-11.30018,15.3367,318.05,3,1.65,2023-09-22,1331,A,49,6.1NRT,297.29,40.74,D
-11.45135,14.11755,318.71,2.39,1.49,2023-09-22,1331,A,67,6.1NRT,296.34,31.72,D
-11.38299,14.22737,315.03,2.45,1.51,2023-09-22,1331,A,38,6.1NRT,295.29,18.59,D
-11.03231,14.87033,323.75,2.79,1.6,2023-09-22,1331,A,74,6.1NRT,299.97,48.01,D
-11.03662,14.84562,322.54,2.78,1.59,2023-09-22,1331,A,69,6.1NRT,298.15,41.95,D
-11.06645,14.67445,319.11,2.69,1.57,2023-09-22,1331,A,67,6.1NRT,298.06,28.68,D
-11.0282,14.86226,322.44,2.79,1.6,2023-09-22,1331,A,40,6.1NRT,299.35,40.87,D
-11.06825,14.45314,321.53,2.58,1.54,2023-09-22,1331,A,71,6.1NRT,296.33,41.97,D
-11.07217,14.42983,320.81,2.57,1.54,2023-09-22,1331,A,70,6.1NRT,296.83,38.33,D
-11.07544,14.24522,312.98,2.49,1.52,2023-09-22,1331,A,40,6.1NRT,292.99,22.76,D
-11.02121,14.39848,319.61,2.56,1.54,2023-09-22,1331,A,61,6.1NRT,295.1,34.44,D
-11.02509,14.376,316.57,2.55,1.54,2023-09-22,1331,A,57,6.1NRT,295.22,25.25,D
-11.02906,14.35305,316.89,2.54,1.53,2023-09-22,1331,A,28,6.1NRT,295.26,25.3,D
-11.0195,14.37021,325.69,2.55,1.54,2023-09-22,1331,A,76,6.1NRT,294.97,59.4,D
-10.93127,14.55816,324.5,2.65,1.56,2023-09-22,1331,A,76,6.1NRT,297.86,53.02,D
-10.93508,14.53585,317.29,2.64,1.56,2023-09-22,1331,A,55,6.1NRT,297.43,25.74,D
-10.59544,16.20882,314.22,3.62,1.78,2023-09-22,1331,A,13,6.1NRT,294.35,33.79,D
-10.91966,14.21841,326.39,2.49,1.52,2023-09-22,1331,A,78,6.1NRT,295.68,60.45,D
-10.92497,14.21207,327.87,2.49,1.52,2023-09-22,1331,A,79,6.1NRT,295.84,68.11,D
-10.83625,14.24245,334.07,2.51,1.52,2023-09-22,1331,A,85,6.1NRT,294.91,99.42,D
-10.84011,14.22029,324.11,2.5,1.52,2023-09-22,1331,A,75,6.1NRT,296.01,52.12,D
-10.84368,14.23852,321.56,2.51,1.52,2023-09-22,1331,A,69,6.1NRT,294.75,42.15,D
-10.83011,14.23629,329.78,2.51,1.52,2023-09-22,1331,A,81,6.1NRT,296.28,75.78,D
-10.69398,14.53631,323.03,2.66,1.57,2023-09-22,1331,A,74,6.1NRT,295.37,49.37,D
-10.68409,14.55252,319.67,2.68,1.57,2023-09-22,1331,A,68,6.1NRT,295.34,35.56,D
-10.68828,14.52757,321.6,2.66,1.57,2023-09-22,1331,A,72,6.1NRT,295.5,44.04,D
-10.62738,14.46638,317.36,2.64,1.56,2023-09-22,1331,A,63,6.1NRT,297.85,30.88,D
-10.63262,14.48907,315.4,2.65,1.56,2023-09-22,1331,A,38,6.1NRT,296.21,22.04,D
-10.43206,14.45003,355.04,2.65,1.56,2023-09-22,1331,A,97,6.1NRT,297.04,263.96,D
-10.43627,14.4259,356.94,2.64,1.56,2023-09-22,1331,A,98,6.1NRT,296.95,283.48,D
-10.41814,14.44785,333.14,2.65,1.56,2023-09-22,1331,A,84,6.1NRT,298.51,94.96,D
-10.42244,14.42345,343.82,2.64,1.56,2023-09-22,1331,A,92,6.1NRT,296.79,166.72,D
-10.44187,14.44646,325.89,2.65,1.56,2023-09-22,1331,A,73,6.1NRT,296.21,57.31,D
-10.42797,14.44422,365.53,2.65,1.56,2023-09-22,1331,A,100,6.1NRT,298.09,379.85,D
-10.43209,14.41959,345.57,2.64,1.56,2023-09-22,1331,A,93,6.1NRT,296.64,178.75,D
-10.41409,14.44187,324.3,2.65,1.56,2023-09-22,1331,A,76,6.1NRT,298.6,53.62,D
-10.41816,14.41773,321.81,2.64,1.56,2023-09-22,1331,A,62,6.1NRT,296.17,44.26,D
-10.27315,14.38789,332.52,2.64,1.56,2023-09-22,1331,A,84,6.1NRT,295.8,105.06,D
-10.28277,14.3843,317.78,2.64,1.56,2023-09-22,1331,A,61,6.1NRT,295.14,33.82,D
-10.26905,14.38111,323.36,2.64,1.56,2023-09-22,1331,A,75,6.1NRT,295.79,57.08,D
-10.15289,14.81277,320.38,2.87,1.62,2023-09-22,1331,A,71,6.1NRT,297.79,37.9,D
-10.15152,14.73473,347.55,2.83,1.61,2023-09-22,1331,A,94,6.1NRT,298.22,212.91,D
-10.15597,14.70883,337.92,2.82,1.6,2023-09-22,1331,A,88,6.1NRT,298.68,132.54,D
-10.17312,14.44094,370.95,2.68,1.57,2023-09-22,1331,A,100,6.1NRT,298.15,465.18,D
-10.17731,14.41668,343.96,2.66,1.57,2023-09-22,1331,A,92,6.1NRT,296.95,172.95,D
-10.1592,14.43844,349.09,2.68,1.57,2023-09-22,1331,A,95,6.1NRT,297.16,218.4,D
-10.16352,14.4136,318.2,2.66,1.57,2023-09-22,1331,A,67,6.1NRT,296.86,31.54,D
-10.1816,14.43451,349.74,2.68,1.57,2023-09-22,1331,A,95,6.1NRT,297.69,220.5,D
-10.16358,14.45677,324.42,2.69,1.57,2023-09-22,1331,A,77,6.1NRT,295.54,57.17,D
-10.16772,14.43177,369.78,2.68,1.57,2023-09-22,1331,A,100,6.1NRT,298.34,448.24,D
-10.02507,14.01554,339.71,2.5,1.52,2023-09-22,1331,A,89,6.1NRT,297.02,131.98,D
-9.56871,14.92054,322.59,3,1.65,2023-09-22,1331,A,74,6.1NRT,295.2,51.66,D
-9.57335,14.89349,322.99,2.99,1.64,2023-09-22,1331,A,74,6.1NRT,295.2,52.94,D
-9.60846,13.59963,316.7,2.36,1.48,2023-09-22,1331,A,66,6.1NRT,296.05,19.16,D
-9.61201,13.57835,321.01,2.35,1.48,2023-09-22,1331,A,73,6.1NRT,296.73,33.68,D
-9.29052,13.68121,329.52,2.43,1.5,2023-09-22,1331,A,82,6.1NRT,297.54,60.93,D
-9.27717,13.67887,320.84,2.43,1.5,2023-09-22,1331,A,44,6.1NRT,297.37,27.22,D
-9.23358,13.85263,336.65,2.51,1.52,2023-09-22,1331,A,87,6.1NRT,296.92,105.04,D
-9.23737,13.83057,319.54,2.5,1.52,2023-09-22,1331,A,50,6.1NRT,297.75,24.04,D
-9.27968,13.69628,322.52,2.44,1.51,2023-09-22,1331,A,58,6.1NRT,295.84,34.83,D
-9.2832,13.67459,328.41,2.43,1.5,2023-09-22,1331,A,76,6.1NRT,297.92,58.65,D
-9.22747,13.84626,334.98,2.51,1.52,2023-09-22,1331,A,86,6.1NRT,297.14,95.74,D
-9.2854,13.41184,321.39,2.31,1.47,2023-09-22,1331,A,69,6.1NRT,296.48,30.55,D
-9.25924,13.40743,318.39,2.31,1.47,2023-09-22,1331,A,33,6.1NRT,296.15,22.57,D
-9.14344,13.38271,328.81,2.31,1.47,2023-09-22,1331,A,73,6.1NRT,294.81,66.11,D
-9.14746,13.37793,324.26,2.31,1.47,2023-09-22,1331,A,57,6.1NRT,294.32,46.76,D
-9.03482,13.73232,319.25,2.48,1.52,2023-09-22,1331,A,62,6.1NRT,297.4,24.71,D
-8.6994,14.46215,316.69,2.87,1.62,2023-09-22,1331,A,56,6.1NRT,293.7,40.51,D
-8.6924,14.47871,314.19,2.88,1.62,2023-09-22,1331,A,51,6.1NRT,292.62,31.25,D
-8.6964,14.45429,315.97,2.87,1.62,2023-09-22,1331,A,61,6.1NRT,293.8,37.11,D
-8.1933,16.93179,320.53,4.57,1.96,2023-09-22,1331,A,54,6.1NRT,277.08,144.1,D
-8.60458,14.3868,315.14,2.84,1.61,2023-09-22,1331,A,62,6.1NRT,293.13,35.82,D
-8.19384,16.92752,318.06,4.57,1.96,2023-09-22,1331,A,52,6.1NRT,277.95,120.68,D
-8.6173,14.38457,316.07,2.84,1.61,2023-09-22,1331,A,65,6.1NRT,293.13,39.98,D
-8.49713,14.57148,319.75,2.96,1.64,2023-09-22,1331,A,66,6.1NRT,294.22,49.67,D
-8.49522,14.56341,320.31,2.96,1.64,2023-09-22,1331,A,73,6.1NRT,294.17,52.35,D
-8.4626,14.40196,320.12,2.87,1.62,2023-09-22,1331,A,73,6.1NRT,294.07,57.19,D
-8.50792,14.13153,325.15,2.73,1.58,2023-09-22,1331,A,67,6.1NRT,294.89,71.86,D
-8.51,14.03336,321.25,2.68,1.57,2023-09-22,1331,A,41,6.1NRT,295.92,38.3,D
-8.2416,14.53557,320.54,2.97,1.64,2023-09-22,1331,A,74,6.1NRT,294.61,58.39,D
-8.30965,13.96178,323.86,2.66,1.57,2023-09-22,1331,A,47,6.1NRT,296.14,49.06,D
-8.22022,14.39896,321.88,2.9,1.62,2023-09-22,1331,A,62,6.1NRT,295.11,55.27,D
-8.21947,14.3938,319.57,2.9,1.62,2023-09-22,1331,A,69,6.1NRT,295.07,46.13,D
-8.18036,14.36201,324.38,2.88,1.62,2023-09-22,1331,A,78,6.1NRT,294.49,65.39,D
-8.12195,14.6184,319.44,3.03,1.66,2023-09-22,1331,A,72,6.1NRT,294.5,55.86,D
-8.13394,14.46031,325.67,2.94,1.63,2023-09-22,1331,A,79,6.1NRT,296.79,69.44,D
-8.10155,14.5615,326.62,3,1.65,2023-09-22,1331,A,64,6.1NRT,293.86,78.1,D
-8.17753,14.35407,328.32,2.88,1.62,2023-09-22,1331,A,81,6.1NRT,294.62,83.45,D
-8.11642,14.63859,319.73,3.05,1.66,2023-09-22,1331,A,66,6.1NRT,292.62,55.02,D
-8.1319,14.45215,325.42,2.94,1.63,2023-09-22,1331,A,78,6.1NRT,296.83,68.21,D
-8.10025,14.55347,321.02,3,1.65,2023-09-22,1331,A,73,6.1NRT,293.82,54.85,D
-8.21193,13.78805,331.94,2.6,1.55,2023-09-22,1331,A,74,6.1NRT,296.37,83.49,D
-8.07394,14.442,318,2.94,1.63,2023-09-22,1331,A,69,6.1NRT,295.83,36.81,D
-8.13135,13.84593,324.12,2.63,1.56,2023-09-22,1331,A,77,6.1NRT,296.26,43.21,D
-8.07372,14.43714,317.17,2.94,1.63,2023-09-22,1331,A,56,6.1NRT,295.71,31.21,D
-8.088,14.07808,320.22,2.75,1.59,2023-09-22,1331,A,72,6.1NRT,294.49,50.15,D
-8.12691,13.84014,326.57,2.63,1.56,2023-09-22,1331,A,80,6.1NRT,296.48,56.2,D
-7.94428,14.49595,322.72,2.99,1.64,2023-09-22,1331,A,75,6.1NRT,291.22,62.05,D
-7.94873,14.46989,330.65,2.97,1.64,2023-09-22,1331,A,83,6.1NRT,293.25,108.82,D
-7.96963,14.26106,316.31,2.86,1.61,2023-09-22,1331,A,45,6.1NRT,294.42,29.75,D
-7.97392,14.23604,321,2.84,1.61,2023-09-22,1331,A,73,6.1NRT,294.82,48.96,D
-7.94277,14.4878,329.05,2.99,1.64,2023-09-22,1331,A,82,6.1NRT,292.3,95.41,D
-7.96646,14.25269,322.9,2.86,1.61,2023-09-22,1331,A,75,6.1NRT,294.77,60.9,D
-8.01849,13.93516,315.47,2.69,1.57,2023-09-22,1331,A,58,6.1NRT,295.34,29.52,D
-7.91358,14.48288,331.84,2.99,1.64,2023-09-22,1331,A,84,6.1NRT,294.27,115.58,D
-7.95857,14.12318,317.52,2.79,1.6,2023-09-22,1331,A,67,6.1NRT,294.04,39.58,D
-8.00183,13.69227,320.58,2.57,1.54,2023-09-22,1331,A,72,6.1NRT,296.53,30.48,D
-8.01017,13.68898,325.13,2.57,1.54,2023-09-22,1331,A,78,6.1NRT,296.81,49.31,D
-7.61488,16.02704,316.46,4,1.86,2023-09-22,1331,A,46,6.1NRT,290.17,69.74,D
-7.88694,13.66805,340.3,2.57,1.54,2023-09-22,1331,A,90,6.1NRT,296.42,132.5,D
-7.89074,13.6456,328.24,2.56,1.54,2023-09-22,1331,A,80,6.1NRT,297.25,59.05,D
-7.89356,13.66183,342.69,2.57,1.54,2023-09-22,1331,A,91,6.1NRT,296.78,148.21,D
-7.87617,13.68229,317.45,2.58,1.54,2023-09-22,1331,A,41,6.1NRT,296.23,21.71,D
-7.8434,13.79624,323.72,2.64,1.56,2023-09-22,1331,A,75,6.1NRT,295.38,56.06,D
-28.35428,23.52951,319.6,4.82,2,2023-09-22,1327,A,34,6.1NRT,306.52,79.13,D
-7.83252,13.6058,324.8,2.55,1.54,2023-09-22,1331,A,77,6.1NRT,297.61,42.49,D
-7.8234,13.62189,322.38,2.56,1.54,2023-09-22,1331,A,74,6.1NRT,297.48,33.95,D
-7.82695,13.5997,320.47,2.55,1.54,2023-09-22,1331,A,71,6.1NRT,296.39,25.54,D
3.56955,9.19657,310.12,1.81,1.32,2023-09-22,1336,A,22,6.1NRT,287,14.32,D
-7.68354,14.39909,316.26,2.97,1.64,2023-09-22,1331,A,57,6.1NRT,295.5,23.52,D
-7.6537,14.13169,314.76,2.83,1.61,2023-09-22,1331,A,52,6.1NRT,294.42,26.56,D
-7.76121,13.4059,315.41,2.47,1.51,2023-09-22,1331,A,43,6.1NRT,294.25,17.77,D
-7.64361,13.46961,327.9,2.51,1.52,2023-09-22,1331,A,80,6.1NRT,294.47,63.68,D
-7.65096,13.4657,329.16,2.51,1.52,2023-09-22,1331,A,82,6.1NRT,293.69,69.73,D
-7.47293,14.11511,322.31,2.84,1.61,2023-09-22,1331,A,75,6.1NRT,294.74,53.19,D
-7.50989,13.89445,327.6,2.73,1.58,2023-09-22,1331,A,79,6.1NRT,295.43,75.01,D
-7.51384,13.87082,319.39,2.71,1.58,2023-09-22,1331,A,59,6.1NRT,295.68,34.52,D
-7.52585,13.79895,323.28,2.68,1.57,2023-09-22,1331,A,76,6.1NRT,294.14,44.51,D
-28.35755,23.52642,320.37,4.82,2,2023-09-22,1327,A,46,6.1NRT,306.6,85.74,D
-7.52983,13.77512,319.92,2.66,1.57,2023-09-22,1331,A,55,6.1NRT,294.74,31.89,D
-18.6199,19.30642,336.22,4.19,1.9,2023-09-22,1329,A,85,6.1NRT,301.71,190.3,D
-7.49589,13.89186,336.91,2.73,1.58,2023-09-22,1331,A,88,6.1NRT,294.44,131.89,D
-7.48384,14.10973,317.5,2.84,1.61,2023-09-22,1331,A,53,6.1NRT,294.37,30.3,D
-7.5012,13.90986,323.19,2.74,1.58,2023-09-22,1331,A,48,6.1NRT,293.16,55.48,D
-18.628,19.2678,336.57,4.17,1.89,2023-09-22,1329,A,84,6.1NRT,306.76,194.06,D
5.65379,6.51067,316.29,1.26,1.11,2023-09-22,1338,A,64,6.1NRT,295.18,11.17,D
-7.50497,13.88635,336.99,2.73,1.58,2023-09-22,1331,A,88,6.1NRT,295.7,129.59,D
-18.61564,19.29769,340.38,4.19,1.9,2023-09-22,1329,A,83,6.1NRT,306.27,240.01,D
-7.52027,13.79063,328.47,2.68,1.57,2023-09-22,1331,A,82,6.1NRT,294.28,69.76,D
-7.5102,13.76428,318.5,2.66,1.57,2023-09-22,1331,A,60,6.1NRT,295.25,30.35,D
-7.46258,13.70665,316.75,2.64,1.56,2023-09-22,1331,A,67,6.1NRT,293.92,26.6,D
-7.46641,13.68349,316.1,2.63,1.56,2023-09-22,1331,A,66,6.1NRT,293.82,25.47,D
-7.45826,13.7008,322.1,2.64,1.56,2023-09-22,1331,A,76,6.1NRT,293.75,44.75,D
-7.14917,12.90648,318.35,2.31,1.47,2023-09-22,1331,A,63,6.1NRT,294.63,26.36,D
