latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
58.08238,-119.7589,361.82,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,297.94,259.32,N
58.08054,-119.79354,335.46,2.06,1.4,2023-09-23,0553,T,100,6.1NRT,296.12,99.18,N
58.07868,-119.8282,333.73,2.05,1.39,2023-09-23,0553,T,100,6.1NRT,295.54,91.27,N
58.07683,-119.86256,330,2.04,1.39,2023-09-23,0553,T,75,6.1NRT,293.75,79.41,N
58.07312,-119.93111,324.69,2.03,1.39,2023-09-23,0553,T,19,6.1NRT,290.9,60.8,N
58.16308,-118.34113,303.82,2.38,1.49,2023-09-23,0553,T,52,6.1NRT,280.91,29.19,N
58.16137,-118.38121,308.77,2.37,1.49,2023-09-23,0553,T,75,6.1NRT,281.49,40.26,N
58.09671,-119.72625,375.51,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,294.73,390.68,N
58.09485,-119.76102,374.92,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,298.28,381.22,N
58.09299,-119.79564,331.55,2.06,1.4,2023-09-23,0553,T,100,6.1NRT,294.09,83.22,N
58.09112,-119.83028,326.42,2.05,1.39,2023-09-23,0553,T,93,6.1NRT,292.53,65.32,N
58.08548,-119.93351,326.76,2.03,1.39,2023-09-23,0553,T,50,6.1NRT,290.48,66.19,N
58.10921,-119.72823,379.06,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,295.97,432.74,N
58.10733,-119.76311,360.21,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,297.61,245.48,N
58.10544,-119.79786,329.05,2.06,1.4,2023-09-23,0553,T,100,6.1NRT,293.28,75.79,N
58.10354,-119.83263,317.28,2.05,1.39,2023-09-23,0553,T,49,6.1NRT,289.97,40.32,N
58.10164,-119.8672,321.77,2.04,1.39,2023-09-23,0553,T,45,6.1NRT,291.21,53.38,N
58.09974,-119.90163,328.95,2.04,1.39,2023-09-23,0553,T,72,6.1NRT,293.28,75.51,N
58.09785,-119.93577,337.95,2.03,1.39,2023-09-23,0553,T,100,6.1NRT,292.86,111.4,N
58.12361,-119.69536,324.44,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,290.39,63.18,N
58.12171,-119.7303,444.86,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,311.75,1876.17,N
58.11981,-119.76517,368.32,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,300.6,314.63,N
58.11787,-119.80033,329.81,2.06,1.4,2023-09-23,0553,T,82,6.1NRT,294.44,73.81,N
58.11595,-119.83516,326.68,2.05,1.39,2023-09-23,0553,T,52,6.1NRT,293.62,62.35,N
58.11406,-119.86938,332.22,2.04,1.39,2023-09-23,0553,T,65,6.1NRT,295.57,85.87,N
58.11214,-119.90374,340.19,2.04,1.39,2023-09-23,0553,T,100,6.1NRT,296.32,122.92,N
58.11023,-119.9379,337.23,2.03,1.39,2023-09-23,0553,T,100,6.1NRT,292.4,108.05,N
57.97567,-122.02706,304.89,1.66,1.27,2023-09-23,0553,T,62,6.1NRT,288.14,18.27,N
58.18678,-118.70202,334.15,2.29,1.47,2023-09-23,0553,T,100,6.1NRT,295.44,118.38,N
58.1533,-119.3766,313.26,2.15,1.42,2023-09-23,0553,T,47,6.1NRT,289.78,36.47,N
58.15141,-119.41264,307.7,2.14,1.42,2023-09-23,0553,T,8,6.1NRT,288.67,23.77,N
58.13613,-119.69742,395.9,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,295,667.71,N
58.13421,-119.73238,464.38,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,316.81,2656.2,N
58.13227,-119.76743,356.7,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,299.94,216.71,N
58.13033,-119.80257,341.56,2.06,1.4,2023-09-23,0553,T,100,6.1NRT,297.34,124.52,N
58.12839,-119.83725,337.35,2.05,1.39,2023-09-23,0553,T,96,6.1NRT,296.55,104.49,N
58.12647,-119.87152,328.61,2.04,1.39,2023-09-23,0553,T,52,6.1NRT,294,67.43,N
58.12454,-119.90584,351.25,2.04,1.39,2023-09-23,0553,T,100,6.1NRT,297.16,179.96,N
58.12261,-119.93999,354.74,2.03,1.39,2023-09-23,0553,T,100,6.1NRT,293.05,206.53,N
58.00525,-121.77585,303.96,1.7,1.28,2023-09-23,0553,T,18,6.1NRT,287.42,13.74,N
58.00322,-121.80441,324.45,1.69,1.28,2023-09-23,0553,T,100,6.1NRT,291.02,49.76,N
58.00117,-121.83295,319.53,1.69,1.28,2023-09-23,0553,T,99,6.1NRT,288.42,39.68,N
58.22896,-118.05864,323.35,2.45,1.51,2023-09-23,0553,T,100,6.1NRT,290.61,79.59,N
58.19986,-118.70421,347.2,2.29,1.47,2023-09-23,0553,T,100,6.1NRT,296.34,190.82,N
58.19806,-118.74198,331.55,2.29,1.46,2023-09-23,0553,T,100,6.1NRT,291.44,103.74,N
58.16601,-119.37849,323.85,2.15,1.42,2023-09-23,0553,T,90,6.1NRT,291.89,63.1,N
58.1641,-119.41461,317.17,2.14,1.42,2023-09-23,0553,T,78,6.1NRT,290.16,41.81,N
58.14864,-119.69956,324.49,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,289.83,63.91,N
58.14671,-119.73444,369.02,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,296.22,323.79,N
58.14476,-119.76939,344.93,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,297.32,141.8,N
58.14279,-119.80449,339.33,2.06,1.4,2023-09-23,0553,T,100,6.1NRT,296.83,113.87,N
58.14084,-119.83917,336.53,2.05,1.39,2023-09-23,0553,T,84,6.1NRT,296.28,101.88,N
58.13694,-119.90791,333.3,2.04,1.39,2023-09-23,0553,T,84,6.1NRT,291.96,86.79,N
58.13499,-119.94209,332.57,2.03,1.39,2023-09-23,0553,T,100,6.1NRT,289.7,87.22,N
58.01458,-121.80707,344.19,1.69,1.28,2023-09-23,0553,T,100,6.1NRT,295.98,108.9,N
58.01253,-121.83551,323.95,1.69,1.28,2023-09-23,0553,T,56,6.1NRT,289.77,46.38,N
58.12492,-119.70223,377.92,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,295.14,420.43,N
58.12316,-119.7372,432.45,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,313.48,1477.16,N
58.12139,-119.77219,343.41,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,298.15,134.2,N
58.11959,-119.8075,327.64,2.06,1.4,2023-09-23,0553,T,83,6.1NRT,294.48,66.28,N
58.11781,-119.84212,328.28,2.05,1.39,2023-09-23,0553,T,59,6.1NRT,294.42,68.95,N
58.11605,-119.8764,332.66,2.04,1.39,2023-09-23,0553,T,59,6.1NRT,295.72,82.78,N
58.11427,-119.91078,339.98,2.04,1.39,2023-09-23,0553,T,94,6.1NRT,296.43,118.95,N
58.11249,-119.94491,325.54,2.03,1.39,2023-09-23,0553,T,100,6.1NRT,290.63,66.92,N
58.00103,-121.81094,320.1,1.69,1.28,2023-09-23,0553,T,76,6.1NRT,290.23,38.2,N
58.19877,-118.35304,311.71,2.38,1.49,2023-09-23,0553,T,25,6.1NRT,286.54,38.26,N
58.18406,-118.70815,324.11,2.29,1.47,2023-09-23,0553,T,98,6.1NRT,293.41,73.93,N
58.15332,-119.38329,312.28,2.15,1.42,2023-09-23,0553,T,36,6.1NRT,289.81,32.33,N
58.13743,-119.70431,419.79,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,300.32,1146.52,N
58.13565,-119.73943,443.08,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,312.29,1811.26,N
58.13385,-119.77447,347.77,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,298.98,157.36,N
58.13204,-119.80959,339.4,2.06,1.4,2023-09-23,0553,T,100,6.1NRT,297.5,114,N
58.13025,-119.84423,334.68,2.05,1.39,2023-09-23,0553,T,72,6.1NRT,296.31,94.22,N
58.12846,-119.87852,325.69,2.04,1.39,2023-09-23,0553,T,32,6.1NRT,293.1,60.14,N
58.12666,-119.91292,356.44,2.04,1.39,2023-09-23,0553,T,100,6.1NRT,297.74,211.59,N
58.12487,-119.94709,341.49,2.03,1.39,2023-09-23,0553,T,100,6.1NRT,290.63,126.17,N
58.01239,-121.81361,342.75,1.69,1.28,2023-09-23,0553,T,100,6.1NRT,295.6,99.81,N
58.22511,-118.02303,301.02,2.46,1.51,2023-09-23,0553,T,17,6.1NRT,288.94,18.38,N
58.22351,-118.06494,304.7,2.45,1.51,2023-09-23,0553,T,41,6.1NRT,288.14,25.93,N
58.21043,-118.39519,303.68,2.37,1.49,2023-09-23,0553,T,29,6.1NRT,285.49,22.97,N
58.19714,-118.71041,351.44,2.29,1.47,2023-09-23,0553,T,100,6.1NRT,298,220.64,N
58.19549,-118.74822,318.01,2.29,1.46,2023-09-23,0553,T,82,6.1NRT,288.82,53.95,N
58.16603,-119.38525,324.75,2.15,1.42,2023-09-23,0553,T,82,6.1NRT,292.42,66.31,N
58.16426,-119.42138,312.77,2.14,1.42,2023-09-23,0553,T,18,6.1NRT,289.44,29.81,N
58.14994,-119.70647,326.36,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,290.61,67.84,N
58.14815,-119.74139,352.98,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,296.33,193.6,N
58.14633,-119.77651,340.58,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,296.56,118.41,N
58.1445,-119.81158,337.46,2.06,1.4,2023-09-23,0553,T,78,6.1NRT,296.62,101.44,N
58.14269,-119.84622,331.28,2.05,1.39,2023-09-23,0553,T,51,6.1NRT,294.86,78.15,N
58.13906,-119.91503,328.55,2.04,1.39,2023-09-23,0553,T,64,6.1NRT,291.15,71.35,N
58.13724,-119.94926,318.18,2.03,1.39,2023-09-23,0553,T,64,6.1NRT,288.26,43.63,N
58.02377,-121.81605,337.27,1.69,1.28,2023-09-23,0553,T,100,6.1NRT,294.51,82.28,N
58.23862,-118.02466,305.16,2.46,1.51,2023-09-23,0553,T,35,6.1NRT,288.67,25.2,N
58.23699,-118.06657,316.01,2.45,1.51,2023-09-23,0553,T,92,6.1NRT,289.3,53.93,N
58.22868,-118.27577,303.14,2.4,1.49,2023-09-23,0553,T,19,6.1NRT,286.49,21.09,N
58.21022,-118.71235,344.64,2.29,1.47,2023-09-23,0553,T,100,6.1NRT,299.47,174.06,N
58.20855,-118.75027,323.59,2.29,1.46,2023-09-23,0553,T,96,6.1NRT,291.31,71.83,N
58.17693,-119.42348,316.58,2.14,1.42,2023-09-23,0553,T,17,6.1NRT,290.94,38.32,N
58.16246,-119.70847,320.28,2.08,1.4,2023-09-23,0553,T,99,6.1NRT,291.25,48,N
58.16064,-119.74354,337.35,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,294.13,103.16,N
58.15696,-119.81364,321.29,2.06,1.4,2023-09-23,0553,T,0,6.1NRT,292.3,41.36,N
58.15145,-119.9173,309.3,2.04,1.39,2023-09-23,0553,T,28,6.1NRT,289.18,25.61,N
58.25375,-117.98458,312.74,2.47,1.51,2023-09-23,0553,T,53,6.1NRT,288.36,42.44,N
58.25211,-118.02654,315.92,2.46,1.51,2023-09-23,0553,T,67,6.1NRT,290.23,52.53,N
58.23011,-118.55958,318.73,2.33,1.48,2023-09-23,0553,T,97,6.1NRT,290.04,59.12,N
58.22672,-118.63738,316.05,2.31,1.47,2023-09-23,0553,T,54,6.1NRT,291.21,46.85,N
58.225,-118.67634,319.85,2.3,1.47,2023-09-23,0553,T,51,6.1NRT,292.37,55.1,N
58.22332,-118.71407,346.87,2.29,1.47,2023-09-23,0553,T,100,6.1NRT,297.36,187.9,N
58.22162,-118.75216,317.25,2.29,1.46,2023-09-23,0553,T,86,6.1NRT,289.92,51.83,N
58.18961,-119.42555,312.81,2.14,1.42,2023-09-23,0553,T,33,6.1NRT,289.92,31.25,N
58.1878,-119.46153,346.2,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,298.18,161.02,N
58.18598,-119.4974,326.88,2.12,1.42,2023-09-23,0553,T,100,6.1NRT,292.43,72.57,N
58.17498,-119.71053,320.45,2.08,1.4,2023-09-23,0553,T,75,6.1NRT,290.66,47.48,N
58.17313,-119.7458,326.84,2.07,1.4,2023-09-23,0553,T,79,6.1NRT,292.49,59.57,N
58.15079,-120.15663,305.51,1.99,1.38,2023-09-23,0553,T,15,6.1NRT,287.73,19.5,N
58.13953,-120.35496,311.71,1.95,1.36,2023-09-23,0553,T,33,6.1NRT,289.86,31.1,N
58.05839,-121.64796,311.11,1.72,1.29,2023-09-23,0553,T,56,6.1NRT,289.24,24.07,N
58.05642,-121.67688,313.37,1.72,1.29,2023-09-23,0553,T,59,6.1NRT,289.61,26.84,N
58.04057,-121.9062,303.73,1.68,1.27,2023-09-23,0553,T,18,6.1NRT,287.23,15.09,N
58.26727,-117.98651,311.59,2.47,1.51,2023-09-23,0553,T,77,6.1NRT,287.63,40.44,N
58.2656,-118.02855,314.29,2.46,1.51,2023-09-23,0553,T,87,6.1NRT,289.91,48.57,N
58.25031,-118.39943,331.91,2.37,1.49,2023-09-23,0553,T,100,6.1NRT,297.58,111.69,N
58.24859,-118.43969,328.1,2.36,1.48,2023-09-23,0553,T,100,6.1NRT,294.23,92.67,N
58.24336,-118.55994,335.34,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,295.77,124.24,N
58.24163,-118.59918,307.36,2.32,1.47,2023-09-23,0553,T,30,6.1NRT,290.39,23.15,N
58.2399,-118.63815,342.51,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,298.69,159.25,N
58.23816,-118.6771,336.84,2.3,1.47,2023-09-23,0553,T,100,6.1NRT,296.06,123.06,N
58.23643,-118.71572,336.22,2.29,1.47,2023-09-23,0553,T,100,6.1NRT,292.85,126.82,N
58.23469,-118.75399,306.8,2.29,1.46,2023-09-23,0553,T,48,6.1NRT,288.53,26.8,N
58.20411,-119.39153,310.99,2.15,1.42,2023-09-23,0553,T,33,6.1NRT,290.33,30.19,N
58.20045,-119.46362,323.39,2.13,1.42,2023-09-23,0553,T,86,6.1NRT,291.44,58.35,N
58.18749,-119.71275,320.85,2.08,1.4,2023-09-23,0553,T,100,6.1NRT,292.15,50.86,N
58.18561,-119.74809,330.46,2.07,1.4,2023-09-23,0553,T,75,6.1NRT,294.18,73.65,N
58.18373,-119.78326,321.49,2.07,1.4,2023-09-23,0553,T,68,6.1NRT,292.39,41.82,N
58.16306,-120.15884,309.09,1.99,1.38,2023-09-23,0553,T,45,6.1NRT,288.65,25.14,N
58.15548,-120.29156,341.21,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,293.37,123.99,N
58.15358,-120.32453,323.89,1.96,1.37,2023-09-23,0553,T,94,6.1NRT,290.5,55.84,N
58.15168,-120.35729,318.01,1.95,1.36,2023-09-23,0553,T,59,6.1NRT,291.27,43.5,N
58.13635,-120.61641,300.18,1.9,1.35,2023-09-23,0553,T,1,6.1NRT,286.35,13.03,N
58.13443,-120.64833,304.63,1.9,1.35,2023-09-23,0553,T,25,6.1NRT,286.41,18,N
58.06984,-121.65059,319.94,1.72,1.29,2023-09-23,0553,T,79,6.1NRT,291.16,39.16,N
58.06786,-121.67953,321.12,1.72,1.29,2023-09-23,0553,T,94,6.1NRT,292.04,40.12,N
58.06587,-121.70844,312.64,1.71,1.28,2023-09-23,0553,T,48,6.1NRT,290.68,22.94,N
58.06388,-121.73729,320.42,1.71,1.28,2023-09-23,0553,T,100,6.1NRT,290.57,38.15,N
58.28079,-117.98841,332.83,2.47,1.51,2023-09-23,0553,T,100,6.1NRT,289.38,123.95,N
58.26361,-118.4009,313.23,2.37,1.49,2023-09-23,0553,T,87,6.1NRT,291.3,45.36,N
58.26187,-118.44109,307.27,2.36,1.48,2023-09-23,0553,T,71,6.1NRT,289.26,27.12,N
58.25659,-118.56081,334.02,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,294.21,113.4,N
58.25483,-118.60023,320.88,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,292.22,59.65,N
58.25307,-118.63941,362.07,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,302.18,306.86,N
58.2513,-118.67849,323.12,2.3,1.47,2023-09-23,0553,T,82,6.1NRT,292.46,59.5,N
58.21682,-119.39355,318.04,2.15,1.42,2023-09-23,0553,T,42,6.1NRT,292.1,46.5,N
58.21496,-119.42973,318.71,2.14,1.42,2023-09-23,0553,T,50,6.1NRT,291.36,46.49,N
58.2,-119.715,326.43,2.08,1.4,2023-09-23,0553,T,87,6.1NRT,292.34,66.6,N
58.19809,-119.75047,339.33,2.07,1.4,2023-09-23,0553,T,100,6.1NRT,296.12,109.35,N
58.19621,-119.78546,325.24,2.07,1.4,2023-09-23,0553,T,92,6.1NRT,292.34,52.9,N
58.16767,-120.29386,389.83,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,300.25,530.57,N
58.16575,-120.32679,331.15,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,293.56,75.55,N
58.16383,-120.3596,323.26,1.95,1.36,2023-09-23,0553,T,63,6.1NRT,292.34,56.42,N
58.0813,-121.65322,310.85,1.72,1.29,2023-09-23,0553,T,36,6.1NRT,288.88,23.54,N
58.0793,-121.68219,320.64,1.72,1.29,2023-09-23,0553,T,100,6.1NRT,289.01,42.13,N
58.07729,-121.7111,309.15,1.71,1.28,2023-09-23,0553,T,36,6.1NRT,289.88,20.42,N
58.07528,-121.73997,314.92,1.71,1.28,2023-09-23,0553,T,87,6.1NRT,289.51,30.19,N
58.29431,-117.99031,332.52,2.47,1.51,2023-09-23,0553,T,100,6.1NRT,288.3,119.89,N
58.26981,-118.56208,356.91,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,299.11,265.94,N
58.26802,-118.60152,363.45,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,296.34,322.1,N
58.26624,-118.64077,403.24,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,306.17,921.17,N
58.23138,-119.35933,326.98,2.15,1.43,2023-09-23,0553,T,100,6.1NRT,294.59,77.78,N
58.22951,-119.39574,341.83,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,298.63,138.1,N
58.22764,-119.43185,328.03,2.14,1.42,2023-09-23,0553,T,75,6.1NRT,293.19,73.9,N
58.22577,-119.46772,328.03,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,292.36,71.99,N
58.21059,-119.75257,327.31,2.07,1.4,2023-09-23,0553,T,52,6.1NRT,292.3,59.46,N
58.17985,-120.2962,345.02,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,294.78,140.02,N
58.17792,-120.32914,334.56,1.96,1.37,2023-09-23,0553,T,91,6.1NRT,297.71,87.09,N
58.17597,-120.36204,325.88,1.95,1.36,2023-09-23,0553,T,66,6.1NRT,293.96,64.81,N
58.28484,-118.52348,327.77,2.34,1.48,2023-09-23,0553,T,100,6.1NRT,295.03,86.31,N
58.28303,-118.56313,367.78,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,301.59,369.27,N
58.28122,-118.60271,430.69,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,300.7,1677.1,N
58.2794,-118.64214,445.4,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,305.03,2215.67,N
58.2441,-119.36134,339.14,2.15,1.43,2023-09-23,0553,T,100,6.1NRT,296.83,129.42,N
58.24221,-119.39774,342.95,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,297.63,145.34,N
58.24032,-119.4338,344.61,2.14,1.42,2023-09-23,0553,T,100,6.1NRT,294.48,149.65,N
58.23843,-119.46983,359.41,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,298.48,245.66,N
58.23652,-119.50591,334.68,2.12,1.42,2023-09-23,0553,T,100,6.1NRT,294.1,99.59,N
58.19399,-120.26546,309.21,1.97,1.37,2023-09-23,0553,T,77,6.1NRT,288.64,26.96,N
58.19204,-120.29854,350.32,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,296.89,170.18,N
58.19008,-120.33153,338.44,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,298.05,102.87,N
58.16641,-120.71953,312.88,1.89,1.34,2023-09-23,0553,T,47,6.1NRT,288.12,30.6,N
58.16442,-120.75123,318.79,1.88,1.34,2023-09-23,0553,T,95,6.1NRT,287.59,43.43,N
58.29805,-118.52527,335.38,2.34,1.48,2023-09-23,0553,T,100,6.1NRT,295.13,123.95,N
58.29622,-118.56497,347.8,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,295.01,193.71,N
58.29439,-118.60451,345.9,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,291.6,179.24,N
58.29254,-118.64399,341.59,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,291.21,148.59,N
58.25874,-119.32674,307.26,2.16,1.43,2023-09-23,0553,T,71,6.1NRT,288.95,25.16,N
58.25684,-119.36321,346.42,2.15,1.43,2023-09-23,0553,T,100,6.1NRT,297.84,168.78,N
58.25492,-119.39967,350.9,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,299.17,190.96,N
58.25301,-119.43584,353.63,2.14,1.42,2023-09-23,0553,T,100,6.1NRT,295.88,204.18,N
58.25109,-119.47192,353.63,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,299.83,207,N
58.24916,-119.508,327.85,2.12,1.42,2023-09-23,0553,T,97,6.1NRT,294.44,73.26,N
58.23755,-119.72146,317.21,2.08,1.4,2023-09-23,0553,T,43,6.1NRT,289.79,40.44,N
58.2062,-120.26782,355.09,1.97,1.37,2023-09-23,0553,T,100,6.1NRT,292.24,200.55,N
58.20422,-120.30095,368.19,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,297.3,296.94,N
58.20225,-120.33394,328,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,294.64,71.61,N
58.20027,-120.36683,328.12,1.95,1.36,2023-09-23,0553,T,100,6.1NRT,292.37,73.93,N
58.17836,-120.72208,319.05,1.89,1.34,2023-09-23,0553,T,98,6.1NRT,290.51,44.9,N
58.17635,-120.75377,308.62,1.88,1.34,2023-09-23,0553,T,51,6.1NRT,286.7,23.79,N
58.28997,-117.95251,309.17,2.48,1.52,2023-09-23,0553,T,21,6.1NRT,288.82,32.43,N
58.28845,-117.99452,338.4,2.47,1.51,2023-09-23,0553,T,100,6.1NRT,289.56,152.22,N
58.26635,-118.56685,345.18,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,297.41,174.94,N
58.26473,-118.60629,349.84,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,296.44,205.19,N
58.2631,-118.64554,375.29,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,303.69,451.73,N
58.23119,-119.36446,338.85,2.15,1.43,2023-09-23,0553,T,100,6.1NRT,295.15,128.37,N
58.22947,-119.40087,342.91,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,298.42,145.12,N
58.22775,-119.43699,327.59,2.14,1.42,2023-09-23,0553,T,86,6.1NRT,292.79,73.39,N
58.22602,-119.47291,325.91,2.13,1.42,2023-09-23,0553,T,65,6.1NRT,292.12,65.29,N
58.21198,-119.758,328.04,2.07,1.4,2023-09-23,0553,T,42,6.1NRT,292,64.05,N
58.18336,-120.30204,331.28,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,296.64,82.14,N
58.18155,-120.33501,330.74,1.96,1.37,2023-09-23,0553,T,90,6.1NRT,298.61,76.35,N
58.17973,-120.36796,318.49,1.95,1.36,2023-09-23,0553,T,33,6.1NRT,292.26,44.11,N
58.2812,-118.52826,336.57,2.34,1.48,2023-09-23,0553,T,100,6.1NRT,296.65,128.31,N
58.27956,-118.56794,364.1,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,301.45,331.11,N
58.27792,-118.60753,417,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,303.11,1262.82,N
58.27626,-118.64692,419.85,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,304.07,1331.69,N
58.24565,-119.33009,304.14,2.16,1.43,2023-09-23,0553,T,59,6.1NRT,289.47,19.14,N
58.24391,-119.36649,337.19,2.15,1.43,2023-09-23,0553,T,100,6.1NRT,297.37,119.35,N
58.24216,-119.40291,339.55,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,297.43,125.25,N
58.24043,-119.43898,343.01,2.14,1.42,2023-09-23,0553,T,100,6.1NRT,294.91,140.59,N
58.23867,-119.47504,353.16,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,298.43,206.08,N
58.23691,-119.51118,327.29,2.12,1.42,2023-09-23,0553,T,71,6.1NRT,293.33,72.68,N
58.19737,-120.27131,328.25,1.97,1.37,2023-09-23,0553,T,100,6.1NRT,291.05,75.38,N
58.19554,-120.30444,351.79,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,297.91,178.88,N
58.19371,-120.33744,328.86,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,296.54,75.98,N
58.17151,-120.72585,320.06,1.89,1.34,2023-09-23,0553,T,77,6.1NRT,289.6,45.61,N
58.16964,-120.75756,309.75,1.88,1.34,2023-09-23,0553,T,16,6.1NRT,286.21,24.28,N
58.3139,-118.0404,306.98,2.46,1.51,2023-09-23,0553,T,31,6.1NRT,289.13,30.49,N
58.29442,-118.52991,333.47,2.34,1.48,2023-09-23,0553,T,100,6.1NRT,295.21,114.41,N
58.29276,-118.56961,346.14,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,294.38,183.05,N
58.29109,-118.60922,403.36,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,294.44,928.68,N
58.28941,-118.64869,384.91,2.31,1.47,2023-09-23,0553,T,100,6.1NRT,292.83,586.54,N
58.2584,-119.33189,315.64,2.16,1.43,2023-09-23,0553,T,43,6.1NRT,290.11,38.51,N
58.25664,-119.36839,345.15,2.15,1.43,2023-09-23,0553,T,100,6.1NRT,298.8,159.87,N
58.25487,-119.40489,351.3,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,298.8,193.03,N
58.2531,-119.44107,352.56,2.14,1.42,2023-09-23,0553,T,100,6.1NRT,296.55,203.6,N
58.25133,-119.4772,349.53,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,299.7,181.98,N
58.24954,-119.51334,324.55,2.12,1.42,2023-09-23,0553,T,83,6.1NRT,293.73,66.52,N
58.23878,-119.72692,318.11,2.08,1.4,2023-09-23,0553,T,58,6.1NRT,289.81,42.2,N
58.20957,-120.27371,362.43,1.97,1.37,2023-09-23,0553,T,100,6.1NRT,294.26,254.8,N
58.20772,-120.3069,354.31,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,296.32,194.31,N
58.20587,-120.33994,338.48,1.96,1.37,2023-09-23,0553,T,100,6.1NRT,296.09,111.12,N
58.20401,-120.37286,333.68,1.95,1.36,2023-09-23,0553,T,100,6.1NRT,293.73,93.04,N
58.18345,-120.72844,326.29,1.89,1.34,2023-09-23,0553,T,92,6.1NRT,291.75,62.62,N
58.30931,-118.49192,311.09,2.35,1.48,2023-09-23,0553,T,82,6.1NRT,290.59,36,N
58.30762,-118.53193,341.66,2.34,1.48,2023-09-23,0553,T,100,6.1NRT,296.26,158.87,N
58.30593,-118.57169,384.71,2.33,1.48,2023-09-23,0553,T,100,6.1NRT,297.27,593.28,N
58.30424,-118.61127,321.7,2.32,1.47,2023-09-23,0553,T,100,6.1NRT,290.96,61.5,N
58.26758,-119.40671,349.39,2.15,1.42,2023-09-23,0553,T,100,6.1NRT,298.09,183.27,N
58.26577,-119.44324,346.3,2.14,1.42,2023-09-23,0553,T,100,6.1NRT,297.09,162.99,N
58.26398,-119.47942,343.77,2.13,1.42,2023-09-23,0553,T,100,6.1NRT,299.84,146.63,N
